program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10010123212601A,68e365a1f6124a01003132a8,,,admission,2026,50,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212601A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,15,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212601A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212601A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123212601A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212601A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212601A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,68e365a1f6124a01003132a4,,,admission,2026,50,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,36,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123212701A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212701A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,68e365a1f6124a01003132b6,,,admission,2026,98,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,35,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123212801A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123212801A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,68e365a1f6124a01003132b2,,,admission,2026,43,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,10,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123213001A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213001A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,68e365a1f6124a01003132b0,,,admission,2026,80,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,20,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123213101A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213101A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,12,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2305,,สาขาวิชาสัตววิทยา (รูปแบบที่ 1),admission,2026,6,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2306,,สาขาวิชาสัตววิทยา (รูปแบบที่ 2),admission,2026,7,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123213201A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213201A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,68e365a1f6124a0100313298,,,admission,2026,50,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,P2301,,โครงการรับนักเรียนวิทยาศาสตร์ด้วยวิธีพิเศษ,portfolio,2026,35,2.5,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,P2302,,โครงการพัฒนาอัจฉริยภาพทางวิทยาศาสตร์สำหรับเด็กและเยาวชน,portfolio,2026,25,,0,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,P2388,,โครงการจัดส่งนักศึกษาจังหวัดชายแดนภาคใต้เข้าศึกษาต่อในจุฬาลงกรณ์มหาวิทยาลัย (มหาดไทย),quota,2026,4,2.5,,1,2,2,https://multi.dopa.go.th/gacd/news/cate1/view61
10010123213501A,P2391,,โครงการจุฬาฯ-ชนบท,quota,2026,20,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,P2394,,โครงการรับนักเรียนผู้มีความสามารถทางด้านกีฬา,quota,2026,5,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
10010123213501A,P2399,,โครงการรับนักเรียนจากโรงเรียนสาธิตจุฬาลงกรณ์มหาวิทยาลัย ฝ่ายมัธยม,quota,2026,10,,,1,2,2,https://admission.chula.ac.th/admission_c1.php
