program_id,university_slug,university_id,faculty_id,campus_id,campus_name_th,campus_name_en,program_name_th,program_name_en,program_type_id,program_type_name_th,field_id,field_name_th,field_name_en,cost,graduate_rate
10060108111701A,mahidol,006,08,01,ศาลายา,Salaya Campus,หลักสูตรพยาบาลศาสตรบัณฑิต,Bachelor of Nursing Science Program,A,ภาษาไทย ปกติ,17,พยาบาลศาสตร์,Nursing,"อัตราค่าเล่าเรียนตลอดหลักสูตร 200,000 บาท (เหมาจ่ายภาคการศึกษาละ 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 99.73 ของนักศึกษาปีการศึกษา 2567
10060109110101A,mahidol,006,09,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากายภาพบำบัด,Bachelor of Science Program in Physical Therapy,A,ภาษาไทย ปกติ,01,กายภาพบำบัด,Physiotherapy,"อัตราค่าเล่าเรียนตลอดหลักสูตร 212,500 บาท (เหมายจ่ายภาคการศึกษาละ 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567
10060109110901A,mahidol,006,09,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากิจกรรมบำบัด,Bachelor of Science Program in Occupational Therapy,A,ภาษาไทย ปกติ,09,กิจกรรมบำบัด,Occupational Therapy,"อัตราค่าเล่าเรียนตลอดหลักสูตร 212,500 บาท (เหมายจ่ายภาคการศึกษาละ 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567
10060110140101A,mahidol,006,10,01,ศาลายา,Salaya Campus,หลักสูตรสัตวแพทยศาสตรบัณฑิต,Doctor of Veterinary Medicine Program,A,ภาษาไทย ปกติ,01,สัตวแพทยศาสตร์,Veterinary Medicine,"อัตราค่าเล่าเรียนตลอดหลักสูตร 300,000 บาท (เหมาจ่ายภาคการศึกษาละ 25,000 บาท)",0
10060111210102E,mahidol,006,11,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม (หลักสูตรนานาชาติ),Bachelor of Science Program in Natural Resources and Environmental Management (International Program),E,นานาชาติ,01,การจัดการทรัพยากรธรรมชาติและสิ่งแวดล้อม,Natural Resources and Environmental Management,"360,000 บาท (เหมาจ่ายภาคการศึกษาละ 45,000 บาท) ไม่รวมภาคฤดูร้อน",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2566
10060111213101A,mahidol,006,11,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,Bachelor of Science Programme in Environmental Science and Technology,A,ภาษาไทย ปกติ,31,วิทยาศาสตร์สิ่งแวดล้อม,Environmental Science,"168,000 บาท (เหมาจ่ายภาคการศึกษาละ 21,000 บาท) ไม่รวมภาคฤดูร้อน",อัตราการจบการศึกษา ร้อยละ 97.62 ของนักศึกษาปีการศึกษา 2566
10060112300501A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,A,ภาษาไทย ปกติ,05,วิศวกรรมคอมพิวเตอร์,Computer Engineering,"240,000",96.43
10060112300601A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,A,ภาษาไทย ปกติ,06,วิศวกรรมเคมี,Chemical Engineering,"240,000",95.12
10060112300601E,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมีและกระบวนการ (หลักสูตรนานาชาติ),Bachelor of Engineering in Chemical and Process Engineering (International Program),E,นานาชาติ,06,วิศวกรรมเคมี,Chemical Engineering,"600000 สำหรับสัญชาติไทย / 960,000 สำหรับต่างสัญชาติ",100
10060112300701A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,A,ภาษาไทย ปกติ,07,วิศวกรรมเครื่องกล,Mechanical Engineering,"240,000",86.49
10060112300901E,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Biomedical Engineering (International Program),E,นานาชาติ,09,วิศวกรรมชีวการแพทย์,Biomedical Engineering,"600000 สำหรับสัญชาติไทย / 960,000 สำหรับต่างสัญชาติ",97.22
10060112301601A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,A,ภาษาไทย ปกติ,16,วิศวกรรมไฟฟ้า,Electrical Engineering,"240,000",76.32
10060112302101A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,A,ภาษาไทย ปกติ,21,วิศวกรรมโยธา,Civil Engineering,"240,000",87.23
10060112303501A,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering (Industrial Engineering),A,ภาษาไทย ปกติ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,"240,000",86.96
10060112303501E,mahidol,006,12,01,ศาลายา,Salaya Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการและการผลิต (หลักสูตรนานาชาติ),Bachelor of Engineering in Industrial and Production Engineering (International Program),E,นานาชาติ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,"600000 สำหรับสัญชาติไทย / 960,000 สำหรับต่างสัญชาติ",62.5
10060113901801E,mahidol,006,13,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน (หลักสูตรนานาชาติ),Bachelor of Arts Program in Chinese,E,นานาชาติ,18,จีน,Chinese,"อัตราค่าเล่าเรียนตลอดหลักสูตร   508,000บาท (เหมายจ่ายภาคการศึกษาละ 55,000บาท)",ยังไม่มีการสำเร็จการศึกษาในปีการศึกษา 2566
10060113902001A,mahidol,006,13,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,Bachelor of Arts Program in Thai,A,ภาษาไทย ปกติ,20,ไทย,Thai,"ค่าธรรมเนียมตลอดหลักสูตร 136,000 บาท (เหมาจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566
10060113902501A,mahidol,006,13,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,Bachelor of Arts Program in English,A,ภาษาไทย ปกติ,25,อังกฤษ,English,"ค่าธรรมเนียมตลอดหลักสูตร 136,000 บาท (เหมาจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566
10060114112401A,mahidol,006,14,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเวชระเบียน,Bachelor of Science Program in Medical Record,A,ภาษาไทย ปกติ,24,เวชสารสนเทศ,Medical Information,"อัตราค่าเล่าเรียนตลอดหลักสูตร 168,000 บาท (เหมายจ่ายภาคการศึกษาละ 21,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2567
10060114901001A,mahidol,006,14,01,ศาลายา,Salaya Campus,หลักสูตรนิติศาสตรบัณฑิต,Bachelor of Laws Program,A,ภาษาไทย ปกติ,10,นิติศาสตร์,Laws,"อัตราค่าเล่าเรียนตลอดหลักสูตร 168,000 บาท (เหมาจ่ายภาคการศึกษาละ  21,000 บาท)",0
10060115220101E,mahidol,006,15,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Science Program in Information and Communication Technology (International Program),E,นานาชาติ,01,เทคโนโลยีสารสนเทศ,Information Technology,"อัตราค่าเล่าเรียนตลอดหลักสูตร 600,000 บาท (เหมายจ่ายภาคการศึกษาละ 75,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567
10060115220301A,mahidol,006,15,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการและเทคโนโลยีดิจิทัล,Bachelor of Science in Digital Science and Technology,A,ภาษาไทย ปกติ,03,วิทยาการ วิทยาศาสตร์ข้อมูล,Data Science,"อัตราค่าเล่าเรียนตลอดหลักสูตร 450,000 บาท (เหมายจ่าย ภาคการศึกษาต้น 50,000 บาท, ภาคการศึกษาปลาย 50,000 บาท และภาคฤดูร้อน 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567
10060116901501A,mahidol,006,16,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาศาสนศึกษา,Bachelor of Arts Program in Religious Studies,A,ภาษาไทย ปกติ,15,ปรัชญา ศาสนา,Philosophy/Religion,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมาจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 99.13 ของนักศึกษาปีการศึกษา 2566
10060117112001A,mahidol,006,17,01,ศาลายา,Salaya Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การกีฬา,Bachelor of Science Program in Exercise and Sports Science,A,ภาษาไทย ปกติ,20,วิทยาศาสตร์การกีฬา,Sports Science,"ค่าธรรมเนียมตลอดหลักสูตร  147,000 บาท (เหมาจ่ายภาคการศึกษาละ 21,000 บาท) โดยภาคการศึกษาปลายชั้นปีที่ 3, 4 (ภาคการศึกษาละ 10,500 บาท)",อัตราการจบการศึกษา ร้อยละ 93.55 ของนักศึกษาปีการศึกษา 2566
10060117112002A,mahidol,006,17,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการออกกำลังกายและการกีฬา,Bachelor of Arts Program in Exercise and Sport,A,ภาษาไทย ปกติ,20,วิทยาศาสตร์การกีฬา,Sports Science,"ค่าธรรมเนียมตลอดหลักสูตร  147,000 บาท (เหมาจ่ายภาคการศึกษาละ 21,000 บาท) โดยภาคการศึกษาปลายชั้นปีที่ 3, 4 (ภาคการศึกษาละ 10,500 บาท)",อัตราการจบการศึกษา ร้อยละ 73.81 ของนักศึกษาปีการศึกษา 2566
10060117112002A,mahidol,006,17,01,ศาลายา,Salaya Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการออกกำลังกายและการกีฬา,Bachelor of Arts Program in Exercise and Sport,A,ภาษาไทย ปกติ,20,วิทยาศาสตร์การกีฬา,Sports Science,"ค่าธรรมเนียมตลอดหลักสูตร  175,000 บาท (เหมาจ่ายภาคการศึกษาละ 25,000 บาท) โดยภาคการศึกษาปลายชั้นปีที่ 3, 4 (ภาคการศึกษาละ 12,500 บาท)",อัตราการจบการศึกษา ร้อยละ 74.07 ของนักศึกษาปีการศึกษา 2566
10060219210701A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยาเชิงอนุรักษ์,Bachelor of Science Program in Conservation Biology,A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ  100 ของนักศึกษาปีการศึกษา 2566
10060219211001A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการอาหาร,Bachelor of Science Program in Food Technology,A,ภาษาไทย ปกติ,10,เทคโนโลยีการอาหาร,Food Technology,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 88.9 ของนักศึกษาปีการศึกษา 2566
10060219212301A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีศาสตร์,Bachelor of Science Program in Geoscience,A,ภาษาไทย ปกติ,23,ธรณีวิทยา,Geology,"อัตราค่าเล่าเรียนตลอดหลักสูตร 189,000 บาท (เหมายจ่ายภาคการศึกษาละ 21,000 บาท)",อัตราการจบการศึกษา ร้อยละ 50 ของนักศึกษาปีการศึกษา 2566
10060219302801A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและการจัดการภัยพิบัติ,Bachelor of Engineering Program in Environmental Engineering and Disaster Management,A,ภาษาไทย ปกติ,28,วิศวกรรมสิ่งแวดล้อม,Environmental Engineering,"อัตราค่าเล่าเรียนตลอดหลักสูตร 2000,000 บาท (เหมายจ่ายภาคการศึกษาละ 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2566
10060219500201A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การเกษตร,Bachelor of Science Program in Agricultural Science,A,ภาษาไทย ปกติ,02,เกษตรศาสตร์,Agriculture,"อัตราค่าเล่าเรียนตลอดหลักสูตร 162,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 77.8 ของนักศึกษาปีการศึกษา 2566
10060219610501A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy Program,A,ภาษาไทย ปกติ,05,การบัญชี,Accountancy,"อัตราค่าเล่าเรียนตลอดหลักสูตร 136,000 บาท (เหมายจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 96.2 ของนักศึกษาปีการศึกษา 2566
10060219610801A,mahidol,006,19,02,กาญจนบุรี,Kanchanaburi Campus,หลักสูตรบริหารธุรกิจบัณฑิต,Bachelor of Business Administration Program,A,ภาษาไทย ปกติ,08,บริหารธุรกิจ,Business Administration,"อัตราค่าเล่าเรียนตลอดหลักสูตร 136,000 บาท (เหมายจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2566
10060320111701A,mahidol,006,20,03,นครสวรรค์,Nakhonsawan Campus,หลักสูตรพยาบาลศาสตรบัณฑิต,Bachelor of Nursing Science Program,A,ภาษาไทย ปกติ,17,พยาบาลศาสตร์,Nursing,"อัตราค่าเล่าเรียนตลอดหลักสูตร 200,000 บาท (เหมายจ่ายภาคการศึกษาละ 25,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2566
10060320112701A,mahidol,006,20,03,นครสวรรค์,Nakhonsawan Campus,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาสาธารณสุขชุมชน,Bachelor of Public Health Program in Community Public Health,A,ภาษาไทย ปกติ,27,สาธารณสุข,Public Health,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2567
10060320500201A,mahidol,006,20,03,นครสวรรค์,Nakhonsawan Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรยั่งยืนเพื่อสุขภาพและการประกอบการ,Bachelor of Science Program in Sustainable Agriculture for Health and Entrepreneurship,A,ภาษาไทย ปกติ,02,เกษตรศาสตร์,Agriculture,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2567
10060320900301A,mahidol,006,20,03,นครสวรรค์,Nakhonsawan Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการประกอบการเชิงนิเวศวัฒนธรรม,Bachelor of Arts Program in Ecocultural Entrepreneurship,A,ภาษาไทย ปกติ,03,การประกอบการ,Entrepreneur,"อัตราค่าเล่าเรียนตลอดหลักสูตร 136,000 บาท (เหมายจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2566
10060421112101A,mahidol,006,21,04,อำนาจเจริญ,Amnatcharoen Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาตร์การแพทย์,Bachelor of Science Program,A,ภาษาไทย ปกติ,21,วิทยาศาสตร์การแพทย์,Medical Science,"อัตราค่าเล่าเรียนตลอดหลักสูตร 168,000 บาท (เหมายจ่ายภาคการศึกษาละ 21,000 บาท)",ยังไม่มีบัณฑิตสำเร็จการศึกษา (รุ่นแรกในปีการศึกษา 2568)
10060421112701A,mahidol,006,21,04,อำนาจเจริญ,Amnatcharoen Campus,หลักสูตรสาธารณสุขศาสตรบัณฑิต,Bachelor of Public Health,A,ภาษาไทย ปกติ,27,สาธารณสุข,Public Health,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 97.77  ของนักศึกษาปีการศึกษา 2567
10060421500201A,mahidol,006,21,04,อำนาจเจริญ,Amnatcharoen Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์,Bachelor of Science Program in Agriculture,A,ภาษาไทย ปกติ,02,เกษตรศาสตร์,Agriculture,"อัตราค่าเล่าเรียนตลอดหลักสูตร 144,000 บาท (เหมายจ่ายภาคการศึกษาละ 18,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100  ของนักศึกษาปีการศึกษา 2566  ปีการศึกษา 2567 ไม่มีบัณฑิต
10060421903503A,mahidol,006,21,04,อำนาจเจริญ,Amnatcharoen Campus,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานวัตกรรมการจัดการสังคมและสิ่งแวดล้อม,Bachelor of Arts Program in Innovation for Social and Environmental Management,A,ภาษาไทย ปกติ,35,สังคมวิทยา,Sociology,"อัตราค่าเล่าเรียนตลอดหลักสูตร 136,000 บาท (เหมายจ่ายภาคการศึกษาละ 17,000 บาท)",อัตราการจบการศึกษา ร้อยละ 100  ของนักศึกษาปีการศึกษา 2567
10060522100101A,mahidol,006,22,05,สถาบันร่วมผลิต,Affiliated Institute,หลักสูตรแพทยศาสตรบัณฑิต,Doctor of Medicine,A,ภาษาไทย ปกติ,01,แพทยศาสตร์,Medicine,"อัตราค่าเล่าเรียนตลอดหลักสูตร 360,000 บาท (เหมายจ่ายภาคการศึกษาละ  30,000 บาท)",อัตราการจบการศึกษา ร้อยละ 97.62 ของนักศึกษาปีการศึกษา 2567
10090101702001A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรการศึกษาบัณฑิต สาขาวิชาภาษาไทย (กศ.บ.),Bachelor of Education Program in Thai,A,ภาษาไทย ปกติ,20,ภาษาไทยและภาษาต่างประเทศ,Thai and Foreign Languages,"17,000",ร้อยละ 96.88
10090101702002A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรการศึกษาบัณฑิต สาขาวิชาภาษาอังกฤษ (กศ.บ.),Bachelor of Education Program in English,A,ภาษาไทย ปกติ,20,ภาษาไทยและภาษาต่างประเทศ,Thai and Foreign Languages,"17,000",ร้อยละ 87.50
10090101900701A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจิตวิทยา,Bachelor of Science Program in Psychology,A,ภาษาไทย ปกติ,07,จิตวิทยา,Psychology,"17,000",ร้อยละ 90.41
10090101900701B,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจิตวิทยา (โครงการพิเศษ),Bachelor of Science Program in Psychology,B,ภาษาไทย พิเศษ,07,จิตวิทยา,Psychology,"25,000",0
10090101901201A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสารสนเทศศึกษา,Bachelor of Arts Program in Information Science,A,ภาษาไทย ปกติ,12,บรรณารักษศาสตร์,Library Science,"17,000",ร้อยละ 86.67
10090101901201B,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสารสนเทศศึกษา (โครงการพิเศษ),Bachelor of Arts Program in Information Science,B,ภาษาไทย พิเศษ,12,บรรณารักษศาสตร์,Library Science,"25,000",0
10090101901501A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญาและศาสนา,Bachelor of Arts Program in Philosophy and  Religion,A,ภาษาไทย ปกติ,15,ปรัชญา ศาสนา,Philosophy/Religion,"17,000",ร้อยละ 75.64
10090101902001A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,Bachelor of Arts Program in Thai,A,ภาษาไทย ปกติ,20,ไทย,Thai,"17,000",ร้อยละ 97.87
10090101902501E,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเพื่ออาชีพ (หลักสูตรนานาชาติ),Bachelor of Arts Program in Languages for Careers (International Program),E,นานาชาติ,25,อังกฤษ,English,"50,000",ร้อยละ 84.54
10090101902502E,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเพื่อการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Arts Program in Languages for communication (International Program),E,นานาชาติ,25,อังกฤษ,English,0,0
10090101902502E,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเพื่อการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Arts Program in Languages for communication (International Program),E,นานาชาติ,25,อังกฤษ,English,"50,000",ร้อยละ 80.39
10090101902502E,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเพื่อการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Arts Program in Languages for communication (International Program),E,นานาชาติ,25,อังกฤษ,English,"50,000",ร้อยละ 103.57
10090101902502E,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเพื่อการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Arts Program in Languages for communication (International Program),E,นานาชาติ,25,อังกฤษ,English,"50,000",0
10090101902503A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,Bachelor of Arts Program in English,A,ภาษาไทย ปกติ,25,อังกฤษ,English,"17,000",ร้อยละ 90.82
10090101902503B,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ (โครงการพิเศษ),Bachelor of Arts Program in English,B,ภาษาไทย พิเศษ,25,อังกฤษ,English,"25,000",0
10090101902601A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาภาษาและวัฒนธรรมอาเซียน,Bachelor of Arts Program in ASEAN Languages and Cultures,A,ภาษาไทย ปกติ,26,อาเซียน,Asean,"23,000",0
10090101902601B,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาภาษาและวัฒนธรรมอาเซียน (โครงการพิเศษ),Bachelor of Arts Program in ASEAN Languages and Cultures,B,ภาษาไทย พิเศษ,26,อาเซียน,Asean,"26,000",0
10090101902801A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาตะวันออก,Bachelor of Arts Program in Oriental Languages,A,ภาษาไทย ปกติ,28,เอเชีย,Asia,0,0
10090101902801A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาตะวันออก,Bachelor of Arts Program in Oriental Languages,A,ภาษาไทย ปกติ,28,เอเชีย,Asia,"17,000",ร้อยละ 74.47
10090101902801A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาตะวันออก,Bachelor of Arts Program in Oriental Languages,A,ภาษาไทย ปกติ,28,เอเชีย,Asia,"17,000",ร้อยละ 74
10090101902801A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาตะวันออก,Bachelor of Arts Program in Oriental Languages,A,ภาษาไทย ปกติ,28,เอเชีย,Asia,"17,000",ร้อยละ 98
10090101903301A,swu,009,01,01,ประสานมิตร,Prasarnmit,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาวรรณกรรมสำหรับเด็ก,Bachelor of Arts Program in Children’s Literature,A,ภาษาไทย ปกติ,33,วรรณคดี,Literature,"17,000",ร้อยละ 85.29
10090102210301A,swu,009,02,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,Bachelor of Science Program in Mathematics,A,ภาษาไทย ปกติ,03,คณิตศาสตร์,Mathematics,"20,000",ร้อยละ 100
10090102210401A,swu,009,02,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,Bachelor of Science Program in Chemistry,A,ภาษาไทย ปกติ,04,เคมี,Chemistry,20000,ร้อยละ 100
10090102210501A,swu,009,02,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,Bachelor of Science Program in Microbiology,A,ภาษาไทย ปกติ,05,จุลชีววิทยา,Microbiology,"20,000",ร้อยละ 100
10090102210701A,swu,009,02,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,Bachelor of Science Program in Biology,A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,"20,000",ร้อยละ 77
10090102212701A,swu,009,02,01,ประสานมิตร,Prasarnmit,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,Bachelor of Science Program in Physics,A,ภาษาไทย ปกติ,27,ฟิสิกส์,Physics,"20,000",ร้อยละ 89.47
